email,categoria,identificat_raspuns,raspuns_propus
Cardul meu nu este acceptat la POS. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Pot deschide un cont din străinătate? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Mi-am uitat parola. Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Am introdus PIN-ul greșit și mi s-a blocat cardul. Cum pot rezolva această situație?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un credit rapid. Aș dori mai multe informații,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Cât durează deschiderea unui cont? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am nevoie de un consultant pentru investiții. Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
ATM-ul mi-a reținut cardul. Am întâmpinat o problemă,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
ATM-ul mi-a reținut cardul. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Vreau să îmi fac un cont de economii. Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am nevoie de un credit rapid. Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Aplicația mă scoate automat din cont. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vreau să îmi fac un cont de economii. Am întâmpinat o problemă,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Vreau să aflu mai multe despre bursă. Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Mi-a fost blocat cardul, ce pot face? Am întâmpinat o problemă",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un credit rapid. Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am bani în cont dar nu pot plăti. Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
ATM-ul mi-a reținut cardul. Nu funcționează corect,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cât durează deschiderea unui cont? Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Cum pot aplica pentru un credit ipotecar? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Nu pot accesa contul din aplicație. Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce riscuri implică investițiile? Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care sunt cele mai bune filme din 2023?,irrelevant,nu,Răspunsul nu este disponibil.
Pot rambursa anticipat creditul? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cât durează deschiderea unui cont? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce opțiuni de investiții aveți?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Ce documente sunt necesare pentru un cont nou? Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care sunt condițiile pentru un credit de nevoi personale? Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un consultant pentru investiții. Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Mi-a fost blocat cardul, ce pot face? Nu funcționează corect",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Mi-am uitat parola. Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum activez autentificarea cu amprentă? Cum pot rezolva această situație?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cât durează deschiderea unui cont? Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Ce dobândă are un credit auto? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Care este programul sucursalelor? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
Cât durează deschiderea unui cont în valută exotică? Cum pot rezolva această situație?,necunoscut,nu,Răspunsul nu este disponibil.
Cât durează deschiderea unui cont? Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Mi-a fost blocat cardul, ce pot face? Mi s-a spus să contactez suportul",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un credit rapid. Mi s-a spus să contactez suportul,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Ce documente sunt necesare pentru un cont nou? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Se poate plăti cu Apple Pay? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
"Am pierdut cardul, cum îl blochez?",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Se poate plăti cu Apple Pay? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Plata online a fost refuzată. Aș dori mai multe informații,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Plata online a fost refuzată.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce riscuri implică investițiile? Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
ATM-ul mi-a reținut cardul. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
ATM-ul mi-a reținut cardul. Mi s-a spus să contactez suportul,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Am nevoie de un consultant pentru investiții. Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot accesa contul din aplicație. Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cât durează deschiderea unui cont în valută exotică? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
"Cum activez autentificarea cu amprentă? Am încercat deja, dar fără rezultat",autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cardul meu nu este acceptat la POS. Ce pași trebuie să urmez?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cât durează deschiderea unui cont în valută exotică? Am întâmpinat o problemă,necunoscut,nu,Răspunsul nu este disponibil.
Pot rambursa anticipat creditul? Aș dori mai multe informații,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vreau să îmi fac un cont de economii. Cum pot rezolva această situație?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot face plăți cu cardul.,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce riscuri implică investițiile? Mi s-a spus să contactez suportul,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Pot rambursa anticipat creditul? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Am pierdut cardul, cum îl blochez? Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot cumpăra criptomonede? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Cât durează deschiderea unui cont?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
ATM-ul mi-a reținut cardul. Ce pași trebuie să urmez?,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Se poate plăti cu Apple Pay? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Plata online a fost refuzată. Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Vreau să îmi fac un cont de economii. Cum pot rezolva această situație?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
De ce mi-a fost refuzată plata? Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Mi-a fost blocat cardul, ce pot face? Mi s-a spus să contactez suportul",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot investi în fonduri mutuale? Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum pot aplica pentru un credit ipotecar?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ce dobândă are un credit auto? Am întâmpinat o problemă,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot investi în fonduri mutuale? Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
ATM-ul mi-a reținut cardul. Aș dori mai multe informații,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
"Am pierdut portofelul, ce fac? Am încercat deja, dar fără rezultat",necunoscut,nu,Răspunsul nu este disponibil.
Ce opțiuni de investiții aveți?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot accesa contul din aplicație.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Cardul meu nu este acceptat la POS. Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Aplicația mă scoate automat din cont. Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Pot deschide un cont din străinătate?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cum pot aplica pentru un credit ipotecar? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vreau să aflu mai multe despre bursă. Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
"Mi-a fost blocat cardul, ce pot face? Vă rog să mă ajutați",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Aplicația mă scoate automat din cont. Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Mi-am uitat parola. Cum pot rezolva această situație?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot deschide un cont pentru copil?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Am bani în cont dar nu pot plăti. Am încercat deja, dar fără rezultat",plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un consultant pentru investiții. Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot accesa contul din aplicație. Ce pași trebuie să urmez?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Am pierdut cardul, cum îl blochez? Mi s-a spus să contactez suportul",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Se poate plăti cu Apple Pay? Vă rog să mă ajutați,necunoscut,nu,Răspunsul nu este disponibil.
Cum activez autentificarea cu amprentă?,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cât durează deschiderea unui cont? Ce pași trebuie să urmez?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Mi-a fost blocat cardul, ce pot face? Am întâmpinat o problemă",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum deschid un cont de economii?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Pot rambursa anticipat creditul?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot aplica pentru un credit ipotecar? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Cum pot aplica pentru un credit ipotecar? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Nu pot accesa contul din aplicație. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Mi-am uitat parola. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Mi-am uitat parola. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Nu pot accesa contul din aplicație.,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ce documente sunt necesare pentru un cont nou? Mi s-a spus să contactez suportul,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Am bani în cont dar nu pot plăti. Ce pași trebuie să urmez?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
ATM-ul mi-a reținut cardul. Nu funcționează corect,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cardul meu nu este acceptat la POS.,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
ATM-ul mi-a reținut cardul. Vă rog să mă ajutați,card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Cum pot deschide un cont pentru copil? Aș dori mai multe informații,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Vreau să aflu mai multe despre bursă. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Aplicația mă scoate automat din cont. Nu funcționează corect,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Ultimele știri despre fotbal din Liga 1.,irrelevant,nu,Răspunsul nu este disponibil.
Ce înseamnă IBAN? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Care sunt condițiile pentru un card de credit business? Vă rog să mă ajutați,necunoscut,nu,Răspunsul nu este disponibil.
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Ce riscuri implică investițiile? Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Am nevoie de un consultant pentru investiții. Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Care sunt condițiile pentru un credit de nevoi personale? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Am nevoie de un consultant pentru investiții. Aș dori mai multe informații,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Am nevoie de un credit rapid. Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Care sunt condițiile pentru un credit de nevoi personale? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Cum pot deschide un cont pentru copil? Am încercat deja, dar fără rezultat",cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Cum pot investi în fonduri mutuale? Cum pot rezolva această situație?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cât durează deschiderea unui cont? Vă rog să mă ajutați,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
"Mi-a fost blocat cardul, ce pot face? Am încercat deja, dar fără rezultat",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Ce documente sunt necesare pentru un cont nou?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Nu pot accesa contul din aplicație. Am întâmpinat o problemă,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
"Am nevoie de un credit rapid. Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Care sunt condițiile pentru un credit de nevoi personale? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Ce documente sunt necesare pentru un cont nou? Nu funcționează corect,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Ce dobândă are un credit auto? Cum pot rezolva această situație?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Plata online a fost refuzată. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce este un fond mutual? Ce pași trebuie să urmez?,necunoscut,nu,Răspunsul nu este disponibil.
Vindeți asigurări de viață? Mi s-a spus să contactez suportul,necunoscut,nu,Răspunsul nu este disponibil.
Cum activez autentificarea cu amprentă? Vă rog să mă ajutați,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Cum pot deschide un cont pentru copil?,cont_nou,da,Bună ziua! Puteți deschide un cont nou direct din aplicație sau vizitând una dintre sucursalele noastre.
Astăzi am alergat 5 kilometri în parc.,irrelevant,nu,Răspunsul nu este disponibil.
Aplicația mă scoate automat din cont. Aș dori mai multe informații,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Vindeți asigurări de viață? Am întâmpinat o problemă,necunoscut,nu,Răspunsul nu este disponibil.
Care sunt condițiile pentru un credit de nevoi personale? Ce pași trebuie să urmez?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Pot rambursa anticipat creditul?,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Plata online a fost refuzată. Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un consultant pentru investiții.,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum anulez o cerere de credit depusă? Vă rog să mă ajutați,necunoscut,nu,Răspunsul nu este disponibil.
Cum pot investi în fonduri mutuale? Vă rog să mă ajutați,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot face plăți cu cardul. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Mi-a fost blocat cardul, ce pot face? Am întâmpinat o problemă",card_blocat,da,"Bună ziua! Pentru deblocarea cardului, vă rugăm să sunați la serviciul clienți la numărul 0800-123-456 sau să vizitați cea mai apropiată sucursală."
Se poate plăti cu Apple Pay? Aș dori mai multe informații,necunoscut,nu,Răspunsul nu este disponibil.
Nu pot face plăți cu cardul. Cum pot rezolva această situație?,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Ce dobândă are un credit auto? Am încercat deja, dar fără rezultat",credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
Vreau să aflu mai multe despre bursă. Nu funcționează corect,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Vreau să aflu mai multe despre bursă. Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Pot rambursa anticipat creditul? Nu funcționează corect,credite,da,Bună ziua! Informații despre credite găsiți pe site-ul nostru sau contactând un consultant financiar.
"Nu pot face plăți cu cardul. Am încercat deja, dar fără rezultat",plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Am nevoie de un consultant pentru investiții. Ce pași trebuie să urmez?,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Cum activez autentificarea cu amprentă? Mi s-a spus să contactez suportul,autentificare,da,"Bună ziua! Vă rugăm să vă asigurați că aveți cea mai recentă versiune a aplicației. Dacă problema persistă, contactați departamentul tehnic la suport@banca.ro."
Plata contactless nu merge. Mi s-a spus să contactez suportul,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
Ce opțiuni de investiții aveți? Am întâmpinat o problemă,investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
De ce mi-a fost refuzată plata? Nu funcționează corect,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
"Am nevoie de un consultant pentru investiții. Am încercat deja, dar fără rezultat",investitii,da,"Bună ziua! Pentru detalii despre investiții, vă recomandăm o întâlnire cu unul dintre experții noștri."
Nu pot face plăți cu cardul. Vă rog să mă ajutați,plati_refuzate,da,"Bună ziua! Verificați dacă aveți suficiente fonduri și dacă cardul este activ. Pentru mai multe informații, contactați-ne."
